-75.00,65.00,6.50
75.00,-65.00,6.50
75.00,65.00,6.50
-75.00,-65.00,6.50
-75.00,-65.00,-6.50
75.00,65.00,-6.50
75.00,-65.00,-6.50
-75.00,65.00,-6.50
