2.50,3.75,3.00
2.44,3.75,3.05
2.51,3.75,2.89
2.58,3.76,3.10
2.35,3.76,2.97
2.64,3.76,2.91
2.45,3.76,3.18
2.41,3.76,2.82
2.70,3.77,3.07
2.29,3.77,3.09
2.60,3.77,2.79
2.57,3.77,3.24
2.28,3.77,2.87
2.76,3.77,2.94
2.34,3.78,3.23
2.46,3.78,2.71
2.73,3.78,3.19
2.19,3.78,3.01
2.72,3.78,2.78
2.48,3.79,3.32
2.29,3.79,2.74
2.84,3.79,3.05
2.21,3.79,3.20
2.58,3.79,2.65
2.68,3.80,3.32
2.15,3.80,2.89
2.84,3.80,2.84
2.35,3.80,3.36
2.37,3.80,2.63
2.85,3.80,3.19
2.11,3.81,3.10
2.72,3.81,2.65
2.57,3.81,3.41
2.16,3.81,2.74
2.93,3.81,2.96
2.20,3.82,3.32
2.50,3.82,2.55
2.80,3.82,3.33
2.04,3.82,2.96
2.87,3.82,2.72
2.42,3.83,3.46
2.25,3.83,2.60
2.96,3.83,3.13
2.07,3.83,3.22
2.67,3.83,2.54
2.69,3.83,3.46
2.05,3.84,2.79
2.98,3.84,2.85
2.24,3.84,3.44
2.39,3.84,2.49
2.93,3.84,3.30
1.98,3.85,3.07
2.85,3.85,2.59
2.52,3.85,3.54
2.12,3.85,2.61
3.05,3.85,3.03
2.07,3.86,3.35
2.58,3.86,2.45
2.82,3.86,3.46
1.95,3.86,2.87
3.00,3.86,2.72
2.32,3.86,3.55
2.26,3.87,2.47
3.04,3.87,3.23
1.95,3.87,3.20
2.78,3.87,2.48
2.65,3.87,3.58
2.00,3.88,2.67
3.10,3.88,2.90
2.12,3.88,3.48
2.45,3.88,2.39
2.95,3.88,3.42
1.88,3.89,2.99
2.97,3.89,2.58
2.44,3.89,3.63
2.12,3.89,2.49
3.13,3.89,3.12
1.95,3.89,3.34
2.67,3.90,2.38
2.79,3.90,3.58
1.89,3.90,2.77
3.11,3.90,2.75
2.21,3.90,3.60
2.31,3.91,2.36
3.08,3.91,3.34
1.84,3.91,3.14
2.89,3.91,2.45
2.58,3.91,3.68
1.98,3.92,2.55
3.19,3.92,2.98
2.01,3.92,3.48
2.54,3.92,2.31
2.94,3.92,3.54
1.80,3.92,2.90
3.08,3.93,2.60
2.34,3.93,3.69
2.15,3.93,2.38
3.18,3.93,3.22
1.84,3.93,3.30
2.79,3.94,2.34
2.74,3.94,3.69
1.86,3.94,2.65
3.21,3.94,2.82
2.10,3.94,3.62
2.38,3.95,2.27
3.08,3.95,3.46
1.76,3.95,3.05
3.01,3.95,2.45
2.49,3.95,3.75
2.00,3.95,2.43
3.26,3.96,3.08
1.89,3.96,3.46
2.64,3.96,2.25
2.90,3.96,3.65
1.76,3.96,2.79
3.19,3.97,2.65
2.22,3.97,3.73
2.21,3.97,2.27
3.21,3.97,3.34
1.75,3.97,3.22
2.91,3.98,2.32
2.66,3.98,3.78
1.86,3.98,2.53
3.29,3.98,2.91
1.97,3.98,3.61
2.48,3.98,2.19
3.06,3.99,3.58
1.69,3.99,2.95
3.13,3.99,2.49
2.38,3.99,3.81
2.04,3.99,2.32
3.30,4.00,3.19
1.78,4.00,3.40
2.76,4.00,2.21
2.84,4.00,3.76
1.74,4.00,2.67
3.29,4.01,2.73
2.10,4.01,3.74
2.30,4.01,2.18
3.20,4.01,3.47
1.66,4.01,3.13
3.03,4.01,2.33
2.56,4.02,3.85
1.88,4.02,2.41
3.36,4.02,3.02
1.85,4.02,3.57
2.59,4.02,2.14
3.01,4.03,3.70
1.65,4.03,2.83
3.25,4.03,2.55
2.26,4.03,3.84
2.11,4.03,2.21
3.32,4.04,3.32
1.68,4.04,3.32
2.89,4.04,2.21
2.75,4.04,3.85
1.74,4.04,2.54
3.38,4.04,2.83
1.97,4.05,3.72
2.40,4.05,2.11
3.18,4.05,3.59
1.60,4.05,3.02
3.15,4.05,2.37
2.44,4.06,3.91
1.93,4.06,2.29
3.40,4.06,3.14
1.74,4.06,3.51
2.72,4.06,2.11
2.94,4.07,3.81
1.63,4.07,2.70
3.35,4.07,2.63
2.13,4.07,3.85
2.20,4.07,2.12
3.32,4.07,3.45
1.59,4.08,3.22
3.02,4.08,2.22
2.64,4.08,3.93
1.77,4.08,2.41
3.44,4.08,2.94
1.84,4.09,3.68
2.52,4.09,2.05
3.12,4.09,3.72
1.55,4.09,2.89
3.27,4.09,2.44
2.31,4.10,3.94
2.00,4.10,2.18
3.42,4.10,3.27
1.63,4.10,3.42
2.85,4.10,2.10
2.85,4.10,3.90
1.63,4.11,2.57
3.44,4.11,2.73
1.99,4.11,3.83
2.31,4.11,2.04
3.29,4.11,3.58
1.52,4.12,3.10
3.15,4.12,2.26
2.52,4.12,3.99
1.82,4.12,2.28
3.49,4.12,3.07
1.72,4.13,3.62
2.66,4.13,2.02
3.05,4.13,3.83
1.53,4.13,2.76
3.38,4.13,2.52
2.17,4.13,3.95
2.10,4.14,2.08
3.42,4.14,3.41
1.54,4.14,3.32
2.99,4.14,2.12
2.73,4.14,3.99
1.66,4.15,2.43
3.51,4.15,2.85
1.86,4.15,3.79
2.44,4.15,1.98
3.23,4.15,3.71
1.47,4.16,2.97
3.28,4.16,2.33
2.38,4.16,4.02
1.90,4.16,2.16
3.51,4.16,3.21
1.61,4.16,3.53
2.80,4.17,2.01
2.95,4.17,3.94
1.53,4.17,2.61
3.48,4.17,2.63
2.03,4.17,3.93
2.22,4.18,1.99
3.39,4.18,3.55
1.47,4.18,3.20
3.13,4.18,2.16
2.60,4.18,4.05
1.71,4.19,2.30
3.56,4.19,2.99
1.73,4.19,3.73
2.58,4.19,1.94
3.16,4.19,3.84
1.45,4.19,2.83
3.39,4.20,2.42
2.23,4.20,4.04
1.99,4.20,2.05
3.51,4.20,3.36
1.51,4.20,3.42
2.94,4.21,2.02
2.84,4.21,4.03
1.56,4.21,2.47
3.55,4.21,2.75
1.89,4.21,3.89
2.35,4.22,1.92
3.34,4.22,3.69
1.41,4.22,3.06
3.26,4.22,2.22
2.46,4.22,4.09
1.79,4.22,2.17
3.59,4.23,3.13
1.61,4.23,3.64
2.73,4.23,1.92
3.06,4.23,3.95
1.44,4.23,2.68
3.50,4.24,2.52
2.08,4.24,4.03
2.11,4.24,1.96
3.49,4.24,3.50
1.43,4.24,3.30
3.09,4.25,2.06
2.70,4.25,4.10
1.61,4.25,2.33
3.61,4.25,2.89
1.75,4.25,3.83
2.49,4.26,1.88
3.27,4.26,3.82
1.38,4.26,2.91
3.39,4.26,2.31
2.31,4.26,4.11
1.89,4.26,2.05
3.60,4.27,3.29
1.50,4.27,3.53
2.88,4.27,1.93
2.94,4.27,4.05
1.47,4.27,2.52
3.59,4.28,2.65
1.93,4.28,3.99
2.25,4.28,1.88
3.44,4.28,3.65
1.36,4.28,3.16
3.23,4.29,2.12
2.56,4.29,4.15
1.68,4.29,2.19
3.65,4.29,3.04
1.62,4.29,3.75
2.65,4.29,1.85
3.17,4.30,3.95
1.37,4.30,2.75
3.50,4.30,2.42
2.15,4.30,4.11
2.00,4.30,1.95
3.58,4.31,3.44
1.40,4.31,3.40
